"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20241213","9호선","선유도","10608","9428","20241216",""
"20241213","9호선","신목동","5636","4968","20241216",""
"20241213","9호선","염창","20889","19547","20241216",""
"20241213","9호선","등촌","14390","13629","20241216",""
"20241213","9호선","증미","9325","8787","20241216",""
"20241213","9호선","가양","25953","25263","20241216",""
"20241213","9호선","양천향교","11975","11829","20241216",""
"20241213","9호선","마곡나루(서울식물원)","17098","16773","20241216",""
"20241213","9호선","신방화","8168","7913","20241216",""
"20241213","9호선","공항시장","3611","3662","20241216",""
"20241213","9호선","김포공항","7127","11603","20241216",""
"20241213","9호선","개화","3158","2060","20241216",""
"20241213","8호선","남위례","8948","8806","20241216",""
"20241213","8호선","모란","5747","4593","20241216",""
"20241213","8호선","수진","6456","5843","20241216",""
"20241213","8호선","신흥","5991","6151","20241216",""
"20241213","8호선","단대오거리","13991","12921","20241216",""
"20241213","8호선","남한산성입구(성남법원.검찰청)","15769","14157","20241216",""
"20241213","8호선","산성","7144","7016","20241216",""
"20241213","8호선","복정","11777","9746","20241216",""
"20241213","8호선","장지","20575","18894","20241216",""
"20241213","8호선","문정","27114","27588","20241216",""
"20241213","8호선","가락시장","11025","12689","20241216",""
"20241213","8호선","송파","11474","11392","20241216",""
"20241213","8호선","석촌","10242","12163","20241216",""
"20241213","8호선","잠실(송파구청)","23217","27436","20241216",""
"20241213","8호선","몽촌토성(평화의문)","8617","9158","20241216",""
"20241213","8호선","강동구청","12601","12915","20241216",""
"20241213","8호선","천호(풍납토성)","20101","23162","20241216",""
"20241213","8호선","암사","19294","17518","20241216",""
"20241213","8호선","암사역사공원","6875","6063","20241216",""
"20241213","7호선","온수(성공회대입구)","11346","9958","20241216",""
"20241213","7호선","천왕","13341","12624","20241216",""
"20241213","7호선","광명사거리","23415","22906","20241216",""
"20241213","7호선","철산","25467","25959","20241216",""
"20241213","7호선","가산디지털단지","49956","49946","20241216",""
"20241213","7호선","남구로","16121","17208","20241216",""
"20241213","7호선","대림(구로구청)","9514","9828","20241216",""
"20241213","7호선","신풍","13316","12468","20241216",""
"20241213","7호선","보라매","7661","8258","20241216",""
"20241213","7호선","신대방삼거리","17065","16048","20241216",""
"20241213","7호선","장승배기","10658","10375","20241216",""
"20241213","7호선","상도","14451","13691","20241216",""
"20241213","7호선","숭실대입구(살피재)","16462","16004","20241216",""
"20241213","7호선","남성","13062","12120","20241216",""
"20241213","7호선","이수","20517","20055","20241216",""
"20241213","7호선","내방","17157","17170","20241216",""
"20241213","7호선","고속터미널","22337","17409","20241216",""
"20241213","7호선","반포","7694","7254","20241216",""
"20241213","7호선","논현","22174","23862","20241216",""
"20241213","7호선","학동","26343","27706","20241216",""
"20241213","7호선","강남구청","18824","21422","20241216",""
"20241213","7호선","청담","20882","23474","20241216",""
"20241213","7호선","자양(뚝섬한강공원)","9010","8782","20241216",""
"20241213","7호선","건대입구","15883","16512","20241216",""
"20241213","7호선","어린이대공원(세종대)","18089","18139","20241216",""
"20241213","7호선","군자(능동)","17430","13597","20241216",""
"20241213","7호선","중곡","12736","11687","20241216",""
"20241213","7호선","용마산(용마폭포공원)","6401","6181","20241216",""
"20241213","7호선","사가정","18372","18526","20241216",""
"20241213","7호선","면목","16584","15314","20241216",""
"20241213","7호선","상봉","20583","20432","20241216",""
"20241213","7호선","중화","12340","11873","20241216",""
"20241213","7호선","먹골","11558","11526","20241216",""
"20241213","7호선","태릉입구","10094","9197","20241216",""
"20241213","7호선","공릉(서울과학기술대)","14414","14074","20241216",""
"20241213","7호선","하계","21145","19489","20241216",""
"20241213","7호선","중계","16715","15031","20241216",""
"20241213","7호선","노원","23800","25216","20241216",""
"20241213","7호선","마들","15552","14510","20241216",""
"20241213","7호선","수락산","14442","14262","20241216",""
"20241213","7호선","도봉산","10113","11611","20241216",""
"20241213","7호선","장암","3094","1310","20241216",""
"20241213","6호선","봉화산(서울의료원)","10217","9470","20241216",""
"20241213","6호선","화랑대(서울여대입구)","13809","10791","20241216",""
"20241213","6호선","태릉입구","6664","7082","20241216",""
"20241213","6호선","석계","14634","14791","20241216",""
"20241213","6호선","돌곶이","12208","11117","20241216",""
"20241213","6호선","상월곡(한국과학기술연구원)","7360","6454","20241216",""
"20241213","6호선","월곡(동덕여대)","13673","13136","20241216",""
"20241213","6호선","고려대(종암)","10029","9414","20241216",""
"20241213","6호선","안암(고대병원앞)","13686","12993","20241216",""
"20241213","6호선","보문","9205","8568","20241216",""
"20241213","6호선","창신","4217","3494","20241216",""
"20241213","6호선","동묘앞","9592","9572","20241216",""
"20241213","6호선","신당","11553","10737","20241216",""
"20241213","6호선","청구","4476","4437","20241216",""
"20241213","6호선","약수","4810","4453","20241216",""
"20241213","6호선","버티고개","2547","2585","20241216",""
"20241213","6호선","한강진","12044","14196","20241216",""
"20241213","6호선","이태원","12909","16772","20241216",""
"20241213","6호선","녹사평(용산구청)","5714","6209","20241216",""
"20241213","6호선","삼각지","9094","8087","20241216",""
"20241213","6호선","효창공원앞","9036","8227","20241216",""
"20241213","6호선","공덕","23268","22656","20241216",""
"20241213","6호선","대흥(서강대앞)","11010","11551","20241216",""
"20241213","6호선","광흥창(서강)","10789","10764","20241216",""
"20241213","6호선","상수","12555","14842","20241216",""
"20241213","6호선","합정","16299","16424","20241216",""
"20241213","6호선","망원","17516","19016","20241216",""
"20241213","6호선","마포구청","16470","14887","20241216",""
"20241213","6호선","월드컵경기장(성산)","4681","4760","20241216",""
"20241213","6호선","디지털미디어시티","16962","18264","20241216",""
"20241213","6호선","증산(명지대앞)","10796","10628","20241216",""
"20241213","6호선","새절(신사)","14474","13421","20241216",""
"20241213","6호선","구산","9415","6997","20241216",""
"20241213","6호선","연신내","2","0","20241216",""
"20241213","6호선","독바위","3095","3117","20241216",""
"20241213","6호선","불광","5285","4956","20241216",""
"20241213","6호선","역촌","4101","4941","20241216",""
"20241213","6호선","응암","20549","19986","20241216",""
"20241213","5호선","하남검단산","7679","7222","20241216",""
"20241213","5호선","하남시청(덕풍·신장)","9959","9534","20241216",""
"20241213","5호선","하남풍산","5471","5370","20241216",""
"20241213","5호선","미사","21632","21746","20241216",""
"20241213","5호선","강일","7156","6580","20241216",""
"20241213","5호선","마천","8535","7607","20241216",""
"20241213","5호선","거여","11984","11247","20241216",""
"20241213","5호선","개롱","7830","7916","20241216",""
"20241213","5호선","오금","4342","4434","20241216",""
"20241213","5호선","방이","8304","8680","20241216",""
"20241213","5호선","올림픽공원(한국체대)","6595","5379","20241216",""
"20241213","5호선","둔촌동","11417","11341","20241216",""
"20241213","5호선","상일동","17207","16188","20241216",""
"20241213","5호선","고덕","13114","12261","20241216",""
"20241213","5호선","명일","9902","9768","20241216",""
"20241213","5호선","굽은다리(강동구민회관앞)","11809","11226","20241216",""
"20241213","5호선","길동","10047","10422","20241216",""
"20241213","5호선","강동","21581","20391","20241216",""
"20241213","5호선","천호(풍납토성)","22942","22661","20241216",""
"20241213","5호선","광나루(장신대)","12797","12219","20241216",""
"20241213","5호선","아차산(어린이대공원후문)","16435","15955","20241216",""
"20241213","5호선","군자(능동)","13799","15503","20241216",""
"20241213","5호선","장한평","23173","22797","20241216",""
"20241213","5호선","답십리","18762","16852","20241216",""
"20241213","5호선","마장","7095","6750","20241216",""
"20241213","5호선","왕십리(성동구청)","5521","6559","20241216",""
"20241213","5호선","행당","9395","8186","20241216",""
"20241213","5호선","신금호","7476","7861","20241216",""
"20241213","5호선","청구","4448","4252","20241216",""
"20241213","5호선","동대문역사문화공원(DDP)","3545","4053","20241216",""
"20241213","5호선","을지로4가","7496","7702","20241216",""
"20241213","5호선","종로3가","17565","18059","20241216",""
"20241213","5호선","광화문(세종문화회관)","40783","43031","20241216",""
"20241213","5호선","서대문","25029","25307","20241216",""
"20241213","5호선","충정로(경기대입구)","5983","6146","20241216",""
"20241213","5호선","애오개","7700","7649","20241216",""
"20241213","5호선","공덕","18120","19236","20241216",""
"20241213","5호선","마포","18345","19160","20241216",""
"20241213","5호선","여의나루","13041","15302","20241216",""
"20241213","5호선","여의도","41417","43339","20241216",""
"20241213","5호선","신길","5760","6091","20241216",""
"20241213","5호선","영등포시장","13999","14310","20241216",""
"20241213","5호선","영등포구청","5610","5584","20241216",""
"20241213","5호선","양평","9146","8763","20241216",""
"20241213","5호선","오목교(목동운동장앞)","25385","26603","20241216",""
"20241213","5호선","목동","19359","20532","20241216",""
"20241213","5호선","신정(은행정)","15405","12646","20241216",""
"20241213","5호선","까치산","31208","29846","20241216",""
"20241213","5호선","화곡","32734","30482","20241216",""
"20241213","5호선","우장산","17435","17130","20241216",""
"20241213","5호선","발산","26952","27863","20241216",""
"20241213","5호선","마곡","14200","14722","20241216",""
"20241213","5호선","송정","7443","6914","20241216",""
"20241213","5호선","김포공항","14434","9007","20241216",""
"20241213","5호선","개화산","7268","6851","20241216",""
"20241213","5호선","방화","8019","7557","20241216",""
"20241213","4호선","남태령","1679","1335","20241216",""
"20241213","4호선","사당","32971","30835","20241216",""
"20241213","4호선","총신대입구(이수)","23125","25601","20241216",""
"20241213","4호선","동작(현충원)","1554","1577","20241216",""
"20241213","4호선","이촌(국립중앙박물관)","11284","12140","20241216",""
"20241213","4호선","신용산","24725","26500","20241216",""
"20241213","4호선","삼각지","8234","9644","20241216",""
"20241213","4호선","숙대입구(갈월)","17798","17660","20241216",""
"20241213","4호선","서울역","15397","26295","20241216",""
"20241213","4호선","회현(남대문시장)","31331","32895","20241216",""
"20241213","4호선","명동","38717","42284","20241216",""
"20241213","4호선","충무로","36961","38700","20241216",""
"20241213","4호선","동대문역사문화공원(DDP)","21244","18220","20241216",""
"20241213","4호선","동대문","21643","21813","20241216",""
"20241213","4호선","혜화","42311","42359","20241216",""
"20241213","4호선","한성대입구(삼선교)","16707","15996","20241216",""
"20241213","4호선","성신여대입구(돈암)","25987","25052","20241216",""
"20241213","4호선","길음","24961","24543","20241216",""
"20241213","4호선","미아사거리","30241","30189","20241216",""
"20241213","4호선","미아(서울사이버대학)","18480","17362","20241216",""
"20241213","4호선","수유(강북구청)","38960","39414","20241216",""
"20241213","4호선","쌍문","33702","31320","20241216",""
"20241213","4호선","창동","30854","32478","20241216",""
"20241213","4호선","노원","24992","28683","20241216",""
"20241213","4호선","상계","22273","20695","20241216",""
"20241213","4호선","당고개","10967","9499","20241216",""
"20241213","3호선","오금","7613","6674","20241216",""
"20241213","3호선","경찰병원","8790","8834","20241216",""
"20241213","3호선","가락시장","11623","11465","20241216",""
"20241213","3호선","수서","23278","22577","20241216",""
"20241213","3호선","일원","12729","12109","20241216",""
"20241213","3호선","대청","12900","12092","20241216",""
"20241213","3호선","학여울","3519","3698","20241216",""
"20241213","3호선","대치","13355","13282","20241216",""
"20241213","3호선","도곡","7469","7371","20241216",""
"20241213","3호선","매봉","15594","15123","20241216",""
"20241213","3호선","양재(서초구청)","47029","48918","20241216",""
"20241213","3호선","남부터미널(예술의전당)","38838","38541","20241216",""
"20241213","3호선","교대(법원.검찰청)","22050","12614","20241216",""
"20241213","3호선","고속터미널","60825","59895","20241216",""
"20241213","3호선","잠원","6296","5830","20241216",""
"20241213","3호선","신사","33355","36043","20241216",""
"20241213","3호선","압구정","36861","40105","20241216",""
"20241213","3호선","옥수","10224","10526","20241216",""
"20241213","3호선","금호","9275","8689","20241216",""
"20241213","3호선","약수","14881","14799","20241216",""
"20241213","3호선","동대입구","11841","12474","20241216",""
"20241213","3호선","충무로","28","0","20241216",""
"20241213","3호선","을지로3가","14290","14676","20241216",""
"20241213","3호선","종로3가","12853","14812","20241216",""
"20241213","3호선","안국","30264","31477","20241216",""
"20241213","3호선","경복궁(정부서울청사)","28167","27918","20241216",""
"20241213","3호선","독립문","8956","9053","20241216",""
"20241213","3호선","무악재","4879","4855","20241216",""
"20241213","3호선","홍제","20661","19488","20241216",""
"20241213","3호선","녹번","17941","16217","20241216",""
"20241213","3호선","불광","18721","19824","20241216",""
"20241213","3호선","연신내","38633","37258","20241216",""
"20241213","3호선","구파발","24949","23908","20241216",""
"20241213","3호선","지축","8617","8558","20241216",""
"20241213","2호선","용두(동대문구청)","3045","3015","20241216",""
"20241213","2호선","신정네거리","11945","12153","20241216",""
"20241213","2호선","양천구청","7862","8436","20241216",""
"20241213","2호선","도림천","1449","1635","20241216",""
"20241213","2호선","신설동","4326","4176","20241216",""
"20241213","2호선","신답","1787","2019","20241216",""
"20241213","2호선","용답","3422","3271","20241216",""
"20241213","2호선","충정로(경기대입구)","11975","12793","20241216",""
"20241213","2호선","아현","12652","11942","20241216",""
"20241213","2호선","이대","19928","21389","20241216",""
"20241213","2호선","신촌","44779","44981","20241216",""
"20241213","2호선","홍대입구","82158","91519","20241216",""
"20241213","2호선","합정","38078","43706","20241216",""
"20241213","2호선","당산","22388","25913","20241216",""
"20241213","2호선","영등포구청","26359","27187","20241216",""
"20241213","2호선","문래","27756","28956","20241216",""
"20241213","2호선","신도림","60149","58684","20241216",""
"20241213","1호선","서울역","63322","59258","20241216",""
"20241213","1호선","시청","29979","30384","20241216",""
"20241213","1호선","종각","45953","45913","20241216",""
"20241213","1호선","종로3가","29990","28206","20241216",""
"20241213","1호선","종로5가","26893","26114","20241216",""
"20241213","1호선","동대문","13216","12010","20241216",""
"20241213","1호선","신설동","16112","15413","20241216",""
"20241213","1호선","제기동","18288","18328","20241216",""
"20241213","1호선","청량리(서울시립대입구)","24939","24528","20241216",""
"20241213","1호선","동묘앞","9705","9895","20241216",""
"20241213","2호선","시청","32189","30429","20241216",""
"20241213","2호선","을지로입구","58335","59905","20241216",""
"20241213","2호선","을지로3가","29908","29894","20241216",""
"20241213","2호선","을지로4가","16509","16568","20241216",""
"20241213","2호선","동대문역사문화공원(DDP)","16248","18562","20241216",""
"20241213","2호선","신당","18071","19211","20241216",""
"20241213","2호선","상왕십리","16920","16426","20241216",""
"20241213","2호선","왕십리(성동구청)","18813","17229","20241216",""
"20241213","2호선","한양대","13537","14359","20241216",""
"20241213","2호선","뚝섬","28601","30255","20241216",""
"20241213","2호선","성수","54628","58837","20241216",""
"20241213","2호선","건대입구","42353","45485","20241216",""
"20241213","2호선","구의(광진구청)","29341","28566","20241216",""
"20241213","2호선","강변(동서울터미널)","32977","30662","20241216",""
"20241213","2호선","잠실나루","17313","16569","20241216",""
"20241213","2호선","잠실(송파구청)","99161","98847","20241216",""
"20241213","2호선","잠실새내","28370","28184","20241216",""
"20241213","2호선","종합운동장","8572","9296","20241216",""
"20241213","2호선","삼성(무역센터)","67247","67348","20241216",""
"20241213","2호선","선릉","67274","60296","20241216",""
"20241213","2호선","역삼","58488","66487","20241216",""
"20241213","2호선","강남","97065","97735","20241216",""
"20241213","2호선","교대(법원.검찰청)","38720","46988","20241216",""
"20241213","2호선","서초","26160","25652","20241216",""
"20241213","2호선","방배","19820","20546","20241216",""
"20241213","2호선","사당","54457","59300","20241216",""
"20241213","2호선","낙성대(강감찬)","31678","29733","20241216",""
"20241213","2호선","서울대입구(관악구청)","54251","51123","20241216",""
"20241213","2호선","봉천","27932","25531","20241216",""
"20241213","2호선","신림","63568","61902","20241216",""
"20241213","2호선","신대방","28348","26662","20241216",""
"20241213","2호선","대림(구로구청)","26686","27394","20241216",""
"20241214","9호선2~3단계","올림픽공원(한국체대)","11332","11245","20241217",""
"20241214","2호선","사당","51334","55321","20241217",""
"20241214","2호선","방배","12951","13205","20241217",""
"20241214","2호선","서초","17901","16914","20241217",""
"20241214","2호선","교대(법원.검찰청)","19684","25589","20241217",""
"20241214","2호선","강남","71333","71037","20241217",""
"20241214","2호선","역삼","22776","25182","20241217",""
"20241214","2호선","선릉","32571","28547","20241217",""
"20241214","2호선","삼성(무역센터)","44520","43603","20241217",""
"20241214","2호선","종합운동장","8273","9143","20241217",""
"20241214","2호선","잠실새내","22159","22490","20241217",""
"20241214","2호선","잠실(송파구청)","94794","93629","20241217",""
"20241214","2호선","잠실나루","9716","9408","20241217",""
"20241214","2호선","강변(동서울터미널)","31925","29502","20241217",""
"20241214","2호선","구의(광진구청)","22309","21209","20241217",""
"20241214","2호선","건대입구","40165","43553","20241217",""
"20241214","2호선","성수","42803","46629","20241217",""
"20241214","2호선","뚝섬","19215","18986","20241217",""
"20241214","2호선","한양대","5967","6486","20241217",""
"20241214","2호선","왕십리(성동구청)","15507","15120","20241217",""
"20241214","2호선","상왕십리","12034","11350","20241217",""
"20241214","2호선","신당","14748","16325","20241217",""
"20241214","2호선","동대문역사문화공원(DDP)","14942","17532","20241217",""
"20241214","2호선","을지로4가","10353","10546","20241217",""
"20241214","2호선","을지로3가","18006","17527","20241217",""
"20241214","2호선","을지로입구","39796","39851","20241217",""
"20241214","2호선","시청","18781","14362","20241217",""
"20241214","1호선","동묘앞","12944","13317","20241217",""
"20241214","1호선","청량리(서울시립대입구)","24364","24277","20241217",""
"20241214","1호선","제기동","16526","16988","20241217",""
"20241214","1호선","신설동","12436","11803","20241217",""
"20241214","1호선","동대문","13509","13835","20241217",""
"20241214","1호선","종로5가","23946","23789","20241217",""
"20241214","1호선","종로3가","30129","29794","20241217",""
"20241214","1호선","종각","31027","31410","20241217",""
"20241214","1호선","시청","30728","30468","20241217",""
"20241214","1호선","서울역","54772","52843","20241217",""
"20241214","중앙선","지평","37","42","20241217",""
"20241214","중앙선","용문","1878","1978","20241217",""
"20241214","중앙선","원덕","398","416","20241217",""
"20241214","중앙선","양평","3378","3425","20241217",""
"20241214","중앙선","오빈","312","297","20241217",""
"20241214","중앙선","아신","538","563","20241217",""
"20241214","중앙선","국수","635","647","20241217",""
"20241214","중앙선","신원","272","274","20241217",""
"20241214","중앙선","양수","1844","1934","20241217",""
"20241214","중앙선","운길산","617","654","20241217",""
"20241214","중앙선","팔당","913","928","20241217",""
"20241214","중앙선","도심","1935","1661","20241217",""
"20241214","중앙선","덕소","5304","5327","20241217",""
"20241214","중앙선","양정","470","397","20241217",""
"20241214","중앙선","도농","8493","8012","20241217",""
"20241214","중앙선","구리","8193","8903","20241217",""
"20241214","중앙선","양원","2347","2291","20241217",""
"20241214","중앙선","망우","7250","7076","20241217",""
"20241214","중앙선","상봉","5438","5573","20241217",""
"20241214","중앙선","중랑","4850","4786","20241217",""
"20241214","중앙선","회기","22899","21400","20241217",""
"20241214","장항선","신창(순천향대)","1614","1393","20241217",""
"20241214","장항선","온양온천","7014","6917","20241217",""
"20241214","장항선","배방","1443","1417","20241217",""
"20241214","장항선","탕정","2026","1746","20241217",""
"20241214","장항선","아산","5009","4219","20241217",""
"20241214","장항선","쌍용(나사렛대)","2555","2338","20241217",""
"20241214","장항선","봉명","1026","992","20241217",""
"20241214","일산선","대화","13841","12742","20241217",""
"20241214","일산선","주엽","8936","8692","20241217",""
"20241214","일산선","정발산","8301","8623","20241217",""
"20241214","일산선","마두","6496","6417","20241217",""
"20241214","일산선","백석","9616","9540","20241217",""
"20241214","일산선","대곡","2742","2101","20241217",""
"20241214","일산선","화정","15854","16279","20241217",""
"20241214","일산선","원당","10415","9608","20241217",""
"20241214","일산선","삼송","17683","16750","20241217",""
"20241214","일산선","지축","3","0","20241217",""
"20241214","일산선","원흥","9648","8686","20241217",""
"20241214","우이신설선","신설동","1703","1619","20241217",""
"20241214","우이신설선","보문","1445","1412","20241217",""
"20241214","우이신설선","성신여대입구(돈암)","3423","3911","20241217",""
"20241214","우이신설선","정릉","4620","3823","20241217",""
"20241214","우이신설선","북한산보국문","6010","5028","20241217",""
"20241214","우이신설선","솔샘","4830","4253","20241217",""
"20241214","우이신설선","삼양사거리","2259","2154","20241217",""
"20241214","우이신설선","삼양","1906","2031","20241217",""
"20241214","우이신설선","화계","3081","2844","20241217",""
"20241214","우이신설선","가오리","3546","3248","20241217",""
"20241214","우이신설선","4.19민주묘지","2819","2540","20241217",""
"20241214","우이신설선","솔밭공원","2365","2011","20241217",""
"20241214","우이신설선","북한산우이","3585","3607","20241217",""
"20241214","안산선","수리산","3568","2833","20241217",""
"20241214","안산선","오이도","7994","8091","20241217",""
"20241214","안산선","정왕","8406","8364","20241217",""
"20241214","안산선","신길온천","2028","1889","20241217",""
"20241214","안산선","안산","11771","12680","20241217",""
"20241214","안산선","초지","4760","4588","20241217",""
"20241214","안산선","고잔","8604","8514","20241217",""
"20241214","안산선","중앙","19982","20764","20241217",""
"20241214","안산선","한대앞","9161","9263","20241217",""
"20241214","안산선","상록수","14635","14719","20241217",""
"20241214","안산선","반월","4040","3732","20241217",""
"20241214","안산선","대야미","4748","3961","20241217",""
"20241214","안산선","산본","15947","16538","20241217",""
"20241214","신림선","관악산(서울대)","3205","3069","20241217",""
"20241214","신림선","서울대벤처타운","9977","8126","20241217",""
"20241214","신림선","서원","3381","2700","20241217",""
"20241214","신림선","신림","2646","3413","20241217",""
"20241214","신림선","당곡","4604","3737","20241217",""
"20241214","신림선","보라매병원","4346","4111","20241217",""
"20241214","신림선","보라매공원","1828","1733","20241217",""
"20241214","신림선","보라매","4510","5012","20241217",""
"20241214","신림선","서울지방병무청","3474","2644","20241217",""
"20241214","신림선","대방","8547","2989","20241217",""
"20241214","신림선","샛강","5711","16669","20241217",""
"20241214","수인선","인천","1136","1826","20241217",""
"20241214","수인선","신포","1620","1697","20241217",""
"20241214","수인선","숭의","3237","2841","20241217",""
"20241214","수인선","인하대","5168","4583","20241217",""
"20241214","수인선","송도","2165","1967","20241217",""
"20241214","수인선","연수","4752","4924","20241217",""
"20241214","수인선","원인재","4196","4109","20241217",""
"20241214","수인선","남동인더스파크","950","957","20241217",""
"20241214","수인선","호구포","2709","2668","20241217",""
"20241214","수인선","인천논현","4974","5009","20241217",""
"20241214","수인선","소래포구","5015","5147","20241217",""
"20241214","수인선","월곶","2488","2332","20241217",""
"20241214","수인선","달월","56","73","20241217",""
"20241214","수인선","사리","4189","3483","20241217",""
"20241214","수인선","야목","359","296","20241217",""
"20241214","수인선","어천","1597","1249","20241217",""
"20241214","수인선","오목천","3781","2661","20241217",""
"20241214","수인선","고색","3653","3633","20241217",""
"20241214","서해선","부천종합운동장","2230","1821","20241217",""
"20241214","서해선","원종","4736","4609","20241217",""
"20241214","서해선","김포공항","2883","4522","20241217",""
"20241214","분당선","매교","4178","4036","20241217",""
"20241214","분당선","수원시청","14802","16867","20241217",""
"20241214","분당선","매탄권선","4609","4260","20241217",""
"20241214","분당선","망포","12352","11053","20241217",""
"20241214","분당선","영통","8663","8386","20241217",""
"20241214","분당선","청명","4002","3820","20241217",""
"20241214","분당선","상갈","4598","4293","20241217",""
"20241214","분당선","기흥","9790","8146","20241217",""
"20241214","분당선","신갈","3619","3508","20241217",""
"20241214","분당선","구성","5895","6027","20241217",""
"20241214","분당선","죽전","11309","12669","20241217",""
"20241214","분당선","보정","1927","1734","20241217",""
"20241214","분당선","이매","4764","4673","20241217",""
"20241214","분당선","오리","9220","7675","20241217",""
"20241214","분당선","미금","11380","11668","20241217",""
"20241214","분당선","정자","12878","13113","20241217",""
"20241214","분당선","수내","9742","9171","20241217",""
"20241214","분당선","서현","20908","20696","20241217",""
"20241214","분당선","야탑","22360","23011","20241217",""
"20241214","분당선","모란","24024","24956","20241217",""
"20241214","분당선","태평","12472","11664","20241217",""
"20241214","분당선","가천대","7221","7093","20241217",""
"20241214","분당선","선정릉","3988","4224","20241217",""
"20241214","분당선","강남구청","6213","7595","20241217",""
"20241214","분당선","압구정로데오","20815","23604","20241217",""
"20241214","분당선","서울숲","9370","9898","20241217",""
"20241214","분당선","수원","8786","8357","20241217",""
"20241214","분당선","복정","5","0","20241217",""
"20241214","분당선","수서","17047","16970","20241217",""
"20241214","분당선","대모산입구","4643","4132","20241217",""
"20241214","분당선","개포동","3660","3521","20241217",""
"20241214","분당선","구룡","2650","2348","20241217",""
"20241214","분당선","도곡","5866","5333","20241217",""
"20241214","분당선","한티","12582","12254","20241217",""
"20241214","분당선","선릉","6510","10368","20241217",""
"20241214","과천선","범계","27548","26943","20241217",""
"20241214","과천선","평촌","12703","12094","20241217",""
"20241214","과천선","인덕원","21836","21273","20241217",""
"20241214","과천선","정부과천청사","8232","8164","20241217",""
"20241214","과천선","과천","6291","5634","20241217",""
"20241214","과천선","대공원","3747","3967","20241217",""
"20241214","과천선","경마공원","11437","11341","20241217",""
"20241214","과천선","선바위","6564","5162","20241217",""
"20241214","공항철도 1호선","영종","4723","4691","20241217",""
"20241214","공항철도 1호선","인천공항2터미널","8723","6371","20241217",""
"20241214","공항철도 1호선","인천공항1터미널","15613","14390","20241217",""
"20241214","공항철도 1호선","공항화물청사","1277","2301","20241217",""
"20241214","공항철도 1호선","운서","10390","11231","20241217",""
"20241214","공항철도 1호선","청라국제도시","6820","6399","20241217",""
"20241214","공항철도 1호선","검암","5962","5884","20241217",""
"20241214","공항철도 1호선","계양","12967","11553","20241217",""
"20241214","공항철도 1호선","김포공항","8716","4989","20241217",""
"20241214","공항철도 1호선","마곡나루(서울식물원)","5898","6422","20241217",""
"20241214","공항철도 1호선","디지털미디어시티","8254","7912","20241217",""
"20241214","공항철도 1호선","홍대입구","20402","19962","20241217",""
"20241214","공항철도 1호선","공덕","3117","4550","20241217",""
"20241214","공항철도 1호선","서울역","15685","15305","20241217",""
"20241214","경춘선","춘천","1825","1547","20241217",""
"20241214","경춘선","남춘천","3813","3683","20241217",""
"20241214","경춘선","김유정","442","473","20241217",""
"20241214","경춘선","강촌","466","424","20241217",""
"20241214","경춘선","백양리","391","295","20241217",""
"20241214","경춘선","굴봉산","101","143","20241217",""
"20241214","경춘선","가평","2001","2203","20241217",""
"20241214","경춘선","상천","194","196","20241217",""
"20241214","경춘선","청평","1757","1656","20241217",""
"20241214","경춘선","대성리","498","606","20241217",""
"20241214","경춘선","마석","3513","3173","20241217",""
"20241214","경춘선","천마산","1329","1225","20241217",""
"20241214","경춘선","평내호평","5260","4940","20241217",""
"20241214","경춘선","금곡","1147","1045","20241217",""
"20241214","경춘선","사릉","1825","1669","20241217",""
"20241214","경춘선","퇴계원","2804","2431","20241217",""
"20241214","경춘선","별내","2095","1755","20241217",""
"20241214","경춘선","갈매","2129","1761","20241217",""
"20241214","경춘선","신내","1940","1789","20241217",""
"20241214","경인선","도화","3563","3251","20241217",""
"20241214","경인선","중동","8211","7543","20241217",""
"20241214","경인선","온수(성공회대입구)","5499","5155","20241217",""
"20241214","경인선","도원","2827","2786","20241217",""
"20241214","경인선","간석","5457","5141","20241217",""
"20241214","경인선","부개","7877","7239","20241217",""
"20241214","경인선","소사","8405","7815","20241217",""
"20241214","경인선","구일","12332","14645","20241217",""
"20241214","경인선","인천","3972","3471","20241217",""
"20241214","경인선","동인천","13777","13440","20241217",""
"20241214","경인선","제물포","8968","8534","20241217",""
"20241214","경인선","주안","20557","17496","20241217",""
"20241214","경인선","동암","15824","15942","20241217",""
"20241214","경인선","백운","6912","6459","20241217",""
"20241214","경인선","부평","32751","36096","20241217",""
"20241214","경인선","송내","24656","24240","20241217",""
"20241214","경인선","부천","32622","33852","20241217",""
"20241214","경인선","역곡","23652","23390","20241217",""
"20241214","경인선","오류동","10776","9784","20241217",""
"20241214","경인선","개봉","20911","20143","20241217",""
"20241214","경의선","계양","1","0","20241217",""
"20241214","경의선","운천","10","8","20241217",""
"20241214","경의선","임진강","31","22","20241217",""
"20241214","경의선","문산","6466","5830","20241217",""
"20241214","경의선","파주","1118","844","20241217",""
"20241214","경의선","월롱","1272","1164","20241217",""
"20241214","경의선","금촌","6915","6328","20241217",""
"20241214","경의선","금릉","5141","4731","20241217",""
"20241214","경의선","운정","7267","6592","20241217",""
"20241214","경의선","야당","8954","9376","20241217",""
"20241214","경의선","탄현","7098","6830","20241217",""
"20241214","경의선","일산","9935","9376","20241217",""
"20241214","경의선","풍산","6138","5888","20241217",""
"20241214","경의선","백마","6654","6295","20241217",""
